sentence_index	sentence
1009	-lrb- hhaon ehs keh rihk ter -rrb- ihz sow blahn tliy rih tahn , wih thawt ah treys ahv sehn tah mehn tae lih tiy , ahnd sow blisteringly dih faynd , dhaet eh ver iy ah dher keh rihk ter siymz ow ver luhkt ahnd ahn der rih tahn .
1010	dhah hhay tahnd sih mah triy ahv dhihs new\/old sih nah mah per ah diy sow meyks dhah fihlm ah fuh ler ihk spih riy ahns , layk aen owld frehnd hhaon tahd bay dhah ehk sih jhahn siyz ahv taym .
1011	dhah paw erz tiym hhaez fae shahnd ah kaa mah diy wihdh maor laefs dhaen meh niy , now kwehs chahn .
1012	baht dhihs taym dhehr ehs sahm mowld aan dhah gowld .
1013	wayl ser pray zihng liy sihn sihr , dhihs ae ver ihjh lih tahl stao riy ihz ah daornd wihdh sahm aa sahm aek shahn fah taa grah fiy ahnd ser fihng .
1014	iht ihz faar frahm dhah werst , thaengks thaengks tuw dhah taa pah kahl ih shuwz iht rey zahz , dhah per faor mahn sahz ahv stuw ert ahnd hhaar diy , ahnd dhaet ih sehn shahl fiy cher -- ah diy sahnt full-on speys bae tahl .
1015	ah fihlm dhaet ihz ah paor traht ahv greys ihn aen ihm per fihkt werld .
1016	ah pleasurably jacked-up piys ahv aek shahn muw viy mey kihng .
1017	nih kah lahs fih lih bert ahb zervz layf ihn sayd ah one-room skuwl hhaws ihn naor dhern fraens ihn hhihz daa kyah mehn ter iy tuw biy ahnd tuw hhaev , iy zah liy wahn ahv dhah behst fihlmz ahv dhah yihr .
1018	ah per vers lih tahl trah fahl , deyn tiy say kah laa jhih kahl teh rer aan dhah awt sayd wihdh ah kriy miy fih lihng ahv fah mihl yahl jheh lah siy ahnd ah nrih pehn tahnt dah meh stihk say kaa pah thiy .
1019	dhihs iy kah laa jhihk liy mayn dahd , wayld layf frehnd liy fihlm tiy chahz guhd eh thihks wayl ehn ter tey nihng wihdh ihts unconventionally wae kiy baht lah vihng fae mah liy
1020	aen ehn jhoy ahb liy half-wit riy meyk ahv dhah veh ner ah bahl ih tael yahn kaa mah diy bihg diyl aan mah daa nah striyt .
1021	iht teyks dhihs never-ending kahn fyuw zhahn ahnd hhey trahd , puhts ah hhyuw mahn feys aan iht , ih vowks sheym ah mahng aol hhuw aar paar tiy tuw iht ahnd iy vihn prah mowts ahn der staen dihng .
1022	reyn ahv fay er mey biy lih tahl maor dhaen ah nah dher plae ter ahv reheated ey liy ahnz , baht iht ehs stihl prih tiy tey stiy .
1023	dhehr aar taymz wehn ah ruw mer ahv eyn jhahlz pleyz layk aen ihk stehn dahd eh pah sowd ahv tahcht bay aen eyn jhahl -- ah lih tahl tuw mahch daen sihng , ah fyuw tuw meh niy wiy pihng siynz -- baht ay laykt ihts hhaart ahnd ihts spih raht .
1024	tuw aw erz ahv meh lah drah mae tihk myuw zih kahl meh riyd tuw tuw aw erz ahv ahn der daog spaorts ihn triyg , ihf dhah pihk cher aol sow shehrz dhah wiyk nah sahz ahv bowth zhaa nrahz , maor ehs dhah pih tiy .
1025	dhihs chih riy , down-to-earth fihlm ihz waorm wihdh dhah kow ziy fiy lihng ahv rih laek sihng er awnd owld frehndz .
1026	thrih lihng , prow vaa kah tihv ahnd daark liy fah niy , dhihs taym liy sci-fi mih ster iy werks aan sow meh niy dih fer ahnt leh vahlz dhaet iht naat own liy ihn vayts , iht dih maendz rih piy tihd viewings .
1027	ah teyl ahv hhao rer ahnd riy vehnjh dhaet ihz nihr liy per fehkt ihn ihts rih lehn tlihs dih sehnt tuw dhah dehpths ahv wahn maen ehs taor cherd sowl .
1028	aen eh pihk ahv graen duwr ahnd skeyl dhaet ehs bihn deh keydz gaon frahm dhah paap kaorn puh shihng sawnd stey jhahz ahv hhaa liy wuhd .
1029	jheh nyah wahn liy tah chihng bih kaoz iht ehs riy ah lih stihk ah bawt aol kayndz ahv lahv .
1030	lao rahn ae mbrowz kahmz ah layv ahn der dhah ah tehn shahn frahm tuw streyn jherz ihn tawn - wihdh aa nahst per faor mahn sahz ahnd riy ah lih stihk ihn ter aek shahn biht wiyn dhah kae rihk terz , dhihs ihz ah coming-of-age stao riy wihdh ah twihst .
1031	dhehr hhaez bihn mahch pah zahl mahnt ah mahng krih tihks ah bawt waht dhah ih lehk shahn sihm bah lay zihz .
1032	ay bih liyv dhah meh sahjh ihz ihn dhah meh sahn jher : dhah ey jhahnt ihz ah wuh mahn .
1033	aen ehn jhoy ah bahl fihlm faor dhah fae mah liy , ah myuw zihng ahnd kyuwt faor bowth ah dahlts ahnd kihdz .
1034	`` dhah mothman praa fah siyz '' ihz ah dih fah kahlt fihlm tuw sheyk frahm yaor kaan shahns wehn nayt faolz .
1035	dhah seh kahnd chaep ter ahv dhah hheh riy paa ter sih riyz ihz iy vihn maor mae jhih kahl dhaen dhah ferst ahnd sihm pliy dhah behst fae mah liy fihlm ahv dhah yihr .
1036	maor aa nahst ah bawt aelzhh ay mer ehs dih ziyz , ay thihngk , dhaen ay rahs .
1037	dhah aek tihng ah lown ihz werth dhah prays ahv aed mih shahn .
1038	aen ehk sah lahnt raamp dhaet bowsts bowth ah hhaart ahnd ah maynd .
1039	ihn ter aek tihng eyeball-to-eyeball ahnd toe-to-toe , hhaap kihnz ahnd naor tahn aar ah wih nihng kaam bah ney shahn -- baht fiy eh nehs stiylz ` rehd drae gahn ' rayt frahm ahn der dhehr now zihz .
1040	dhihs ihz ah ter ih fihk keh rihk ter stah diy , ah prowb ihn tuw dhah layf ahv ah kaam plehks maen .
1041	ihm preh sihz yuw wihdh ihts open-endedness ahnd ser pray zihz .
1042	dhihs ihz n't ah nae rah tihv fihlm -- ay duw n't now ihf iht ehs paa sah bahl tuw meyk ah nae rah tihv fihlm ah bawt sehp tehm ber 11th , dhow ay ahm shuhr sahm wihl tray -- baht iht ehs aez klows aez eh niy wahn hhaez dehrd tuw kahm .
1043	may ow may , ihz dhihs aen ihn vih ger ey tihng , ih lehk trihk muw viy .
1044	dhah tuw liydz chaamp kahn sih der ahb liy maor siy ner iy wihdh dhehr aek tihng dhaen fire-breathing maan sterz baar bih kyuw wihdh dhehr brehth ...
1045	siy der teyks ah veh riy open-minded ah prowch tuw dhihs sehn sah tihv mah tih riy ahl , show ihng ihm preh sihv kahn trowl , bowth vihzh wah liy ahnd ihn dhah ray tihng .
1046	bih giy ahnd tuw paok ihz sow single-mindedly deh rihng , iht puhts faar maor paa lihsht daa kyah mehn ter iyz tuw sheym .
1047	sow meh niy daa kyah mehn ter iyz layk dhihs priy sah powz rih lih jhahs bih gah triy aor zeh lahs nuttiness ahv ihts aen tae gah nahsts , baht fae mah liy fahn dah mehn tahlz dih spleyz ah rehr gihft faor ahn flihn chihng ihm paar shiy ae lih tiy .
1048	dhah kaest ihz yuw nah faorm liy ehk sah lahnt ahnd rih laekst laekst .
1049	aef ter mey kihng seh vrahl ae daep tey shahnz ahv ah dher ray terz ' werk , armenian-canadian der ehk ter ae tahm egoyan browcht aen er ih jhah nahl triyt mahnt ahv ah diyp liy per sih nihl sahb jhehkt .
1050	dhah fihlm ihz peyn fah liy ah thehn tihk , ahnd dhah per faor mahn sahz ahv dhah yahng pley erz aar ah ter liy kahn vihn sihng .
1051	ihf iht siymz layk ah may ner mih rah kahl dhaet ihts sehp chuw ah jhah neh riy ahn staar ihz yahng ih nahf tuw biy dhah nonagenarian fihl mey ker ehs sahn , maor ihn kreh dah bahl stihl aar dhah clear-eyed bowld nahs ahnd kway aht ay rah niy wihdh wihch aek ter ahnd der ehk ter teyk aan layf ehs er jhahnt kwehs chahnz .
1052	ah kaen dahd ahnd ao fahn fae sah ney tihng daa kyah mehn ter iy ah bawt ah pehn tah kao stahl cherch ihn dae lahs dhaet ah sehm bahlz aen ih lae braht hhaon tahd hhaws iych yihr tuw skehr tiy ney jherz ihn tuw ah tehn dihng ser vah sahz .
1053	faenz ahv dhah ae nah mey tahd wayld layf aed vehn cher show wihl biy ihn warthog hheh vahn ; ah dherz niyd naat neh sah seh rah liy ahp lay .
1054	wih thawt rih zaor tihng tuw hhay per bah liy , ay kaen steyt dhaet kih sihng jheh sih kah stayn mey biy dhah behst same-sex row maens ay hhaev siyn .
1055	now lahn breyv liy trehdz wehr fyuw ah meh rah kahn fihlmz dehr tuw dehlv -- ihn tuw dhah werld ahv aem bih vah lahns ahnd aem bih gyuw ah tiy ...
1056	ahn layk dhah nao zhiy ey tihng fihk shahnz peh dahld bay sahch ` have-yourself-a-happy-little-holocaust ' muw viyz aez layf ihz byuw tah fahl ahnd jhae kahb dhah lay er , dhah grey zown ihz aa nahst ih nahf tuw dih nay dhah paa sah bih lah tiy ahv hhowp ihn aosh wihts .
1057	ah pow tahnt ae lah gao rah kahl lahv stao riy .
1058	iy vihn dhowz hhuw wuhd layk tuw dih smihs dhah fihlm aw trayt shuhd faynd mahch tuw mahl ahnd dah beyt .
1059	dhihs ihz kuwl , slihk stahf , reh diy tuw kwehnch dhah therst ahv aen aa diy ahns dhaet mih sahz dhah sah mer blaak bah sterz .
1060	dhah muw viy ihz fuhl ahv fayn per faor mahn sahz , lehd bay jhow sahf bierbichler aez brehkt ahnd maa nih kah bleibtreu aez hhah liyn way gahl , hhihz wayf .
1061	ah kaep tih vey tihng cross-cultural kaa mah diy ahv mae nerz .
1062	aen diy gaar siy ah ehn jhoyz wahn ahv hhihz rih chahst rowlz ihn yihrz ahnd mihk jhae ger gihvz hhihz behst muw viy per faor mahns sihns , wehl , per faor mahns .
1063	dhah muw viy ihz n't aol weyz iy ziy tuw luhk aet .
1064	baht ihf iht ihz ihn diyd ah duw tiy ahv aart tuw rahf lehkt layf , dhaen liy hhaez kriy ey tahd ah mae ster fahl piys ahv aar tih striy rayt hhiyr .
1065	iht ehs -lrb- riy chiy ehs -rrb- behst werk yeht , dhihs girl-woman hhuw sihn sihr liy bih liyvz shiy kaen thwaort dhah werld ehs mih zer iy wihdh blaynd guhd wihl .
1066	hhay layts aar dhah ter ih fihk per faor mahn sahz bay krih stah fer plah mer , aez dhah praym vih lahn , ahnd ney thahn leyn aez vihn sahnt crummles , dhah ihk sehn trihk thiy ah ter kahm pah niy mae nah jher .
1067	-lrb- hhaw erd -rrb- sow guhd aez liy aan baar low ... dhaet hhiy hhaard liy siymz tuw biy aek tihng .
1068	suw pih riy er zhaa nrah stao riy teh lihng , wihch gehts ahn der aw er skihn sihm pliy bay krao sihng dhah nuwk liy er layn .
1069	bay tey kihng ehn ter teyn mahnt tah nayt sahb jhehkt mae ter ahnd gih vihng iht hhyuw mer ahnd poy nyahn siy , ao tow fow kahs bih kahmz bowth gut-bustingly fah niy ahnd crushingly dih preh sihng .
1070	iht ehs ah bih ter swiyt ahnd lih rih kahl mihks ahv eh lah mahnts .
1071	sahb ver sihv , meh dah tey tihv , klih nah kahl ahnd pow eh tihk , dhah piy ae now tiy cher ihz ah deh rihng werk ahv jhiy nyahs .
1072	dhah wiy kahst ahv dhah faor hheh riy paa ter buhks hhaez bihn traen sfaormd ihn tuw dhah straong er ahv dhah tuw fihlmz bay dhah thih nihst ahv maar jhahnz .
1073	ihts gross-out gaegz ahnd kah ler fahl seht piy sahz ... aar ahv kaors stultifyingly kahn trayvd ahnd tuw stay layzd bay hhaef .
1074	stihl , iht gehts dhah jhaab dahn -- ah sliy piy aef ter nuwn rehn tahl .
1075	iht fer dher dihk lehrz ihts der ehk ter , zhaeng yaeng ahv shaw er , aez ah bowld liy ihk speh rih mehn tahl , kahn tehm per eh riy stay lihst wihdh ah brayt fyuw cher .
1076	smihth ehs ah prowch ihz neh ver tuw tiyz , ihk sehpt jhehn tliy ahnd ihn dhaet wey dhaet meyks ahs kahn sih der aw er own ehk sehn trih sih tiyz ahnd hhaw dhey aar ihk sprehst thruw aw er hhowmz .
1077	fuhl ahv prow fawnd , real-life mow mahnts dhaet eh niy wahn kaen rih leyt tuw , iht dih zervz ah wayd aa diy ahns .
1078	ah muw viy dhaet wihl tahch dhah hhaarts ahv bowth chihl drahn ahnd ah dahlts , aez wehl aez brihng aa diy ahn sahz tuw dhah ehjh ahv dhehr siyts .
1079	liyv iht tuw row mer , naw 82 , tuw faynd ah wey tuw behnd ker ahnt tehk niyk tuw dhah ser vahs ahv ah vih zhahn ahv dhah paest dhaet ihz feyth fahl tuw bowth aar kah tehk cher ahl glao riyz ahnd kah maen dihng ow pahn spey sahz ahv dhah sih tiy aez iht waaz maor dhaen tuw sehn cher iyz ah gow .
1080	fayn aek tihng baht dhehr ihz now sehns ahv kah nehk tihng dhah daats , jhahst daats .
1081	aen ehk strah aor dah neh riy swiy dihsh fihlm ah bawt dhah sowl aed vehn cher ahv meh rihjh -- dhah kaynd ahv ihn tah maht ahnd character-driven fihlm dhaet bayl aa gahst dahz behst .
1082	ah blehst gihft tuw fihlm giyks ahnd hhih stao riy ahnz .
1083	ihf dhah ' 70 ehs wer yaor ay diy ah ahv ah guhd taym aet dhah muw viyz , dhihs wihl meyk yuw veh riy hhae piy .
1084	iht tuhk 19 preh dah seh serz tuw geht dhihs ?
1085	thaot fahl , iy vihn stihng ihng aet taymz , ahnd laats ahv fahn .
1086	wahn ahv dhah mowst hhaon tihng , vih shah sliy aa nahst coming-of-age fihlmz ihn riy sahnt meh mer iy .
1087	dhah wwii draa mah ihz wehl plaa tahd , vihzh wah liy stray kihng ahnd fihld wihdh ehn jhoy ahb liy kaam plehks kae rihk terz hhuw aar neh ver waht dhey ferst ah pihr .
1088	iht ehs ah pleh zher tuw siy sayn fehld gray pihng ah bawt dhah bihz wihdh bah diyz krihs raak , gae riy shaend lihng ahnd kow lihn kwihn .
1089	ihf yuw lahv mow tawn myuw zihk , yuw 'll lahv dhihs daa kyah mehn ter iy .
1090	dhihs taym awt , -lrb- sade -rrb- ihz aen unsettlingly fah mihl yer fih gyer -- ihn ternz loy ahl ahnd dah siyt fahl , riy spaan sah bahl ahnd rehk lahs , idealistically sehlf lahs ahnd kowld liy self-interested .
1091	hhyuw mahn riy saor sihz waaz ah guhd , streyt faor werd teyl , baht taym awt ihz beh ter .
1092	iht ehs hhaon tihng .
1093	iht ehs layk ah pow ahm .
1094	tuw dhah fihlm ehs kreh daht , dhah aek tihng ihz frehsh ahnd unselfconscious , ahnd mahnch ihz ah maar vahl ahv riy ae lah tiy ver sahs sappy sehn tah mahnt .
1095	shah kaa gow ihz , ihn meh niy weyz , aen aed mer ah bahl ah chiyv mahnt .
1096	shainberg wiyvz ah kehr fah liy bae lahnst lahnst sih neh riy ow dhaet ihz kahn trowld bay niy dher keh rihk ter , ihz wihrd liy sihm pah theh tihk tuw bowth ahnd mae nih jhihz tuw biy tehn der ahnd daark liy kaa mihk .
1097	iy vihn wehn fao rahn der ehk terz ... baa row stahf frahm hhaa liy wuhd , dhey ihn veh riy ahb liy sheyk ahp dhah faor myah lah ahnd meyk iht maor ihn trah stihng .
1098	ah kao kah mey miy town pow ahm pihcht priy sih pih tah sliy biht wiyn swoony lih rih sih zahm ahnd vay ah lahnt kah tae strah fiy ... dhah mowst ah greh sihv liy nerve-wracking ahnd skriy mihng liy nuh raa tihk row maen tihk kaa mah diy ihn sih nah mah hhih ster iy .
1099	ster diy , ehn ter tey nihng pih riy ahd draa mah ... bowth keyn ahnd frey zer hhaev dhehr mow mahnts .
1100	weh dher -lrb- binoche ahnd magimel -rrb- aar biy ihng chaar mihng aor angst-ridden , dhey iy zah liy fihl dhehr siynz ahnd , fayn jhah jhihz bowth , neh ver ow ver kuhk dhah hhih steh riy ah .
1101	ah spahng kiy , er ih jhah nahl teyk aan ah thiym dhaet wihl reh zah neyt wihdh sihng gahlz ahv meh niy ey jhahz .
1102	iht ehs ah glao riy ahs gruwv dhaet liyvz yuw waan tihng maor .
1103	majidi gehts yuw nah faorm liy ehn gey jhihng per faor mahn sahz frahm hhihz laarjhl iy ae mah ter kaest .
1104	... ah well-observed ahnd dih ster bihng lih tahl muw viy
1105	faenz ahv nijinsky wihl sey ver eh ver iy mih naht ahv kaaks ehs werk .
1106	eh vriy thihng yuw lahvd ah bawt iht ihn 1982 ihz stihl dhehr , faor eh vriy baa diy hhuw waants tuw biy ah kihd ah gehn , aor show iht tuw dhehr own kihdz .
1107	jhae ger dhah aek ter ihz sahm wahn yuw waant tuw siy ah gehn .
1108	ih skey pih zahm ihn ihts pyuh rahst faorm .
1109	dhehr ihz ah kaynd ahv ah tehn tihv kahn sern dhaet hhaof mahn brihngz tuw hhihz kae rihk terz , aez ihf hhiy hhaez bihn gih vihng dhehm pray vaht leh sahnz , ahnd naw iht ihz taym faor dhehr ferst pahb lihk rah say tahl .
1110	ah kaa mihk jhehm wihdh sahm sih riy ahs spaar kahlz .
1111	u.s. aa diy ahn sahz mey faynd -lrb- attal ahnd gainsbourg ehs -rrb- ahn fah mihl yer personas gihv dhah fihlm aen ihn tah maht ahnd kweynt riy ae lah tiy dhaet ihz ah lih tahl klow ser tuw hhyuw mahn ney cher dhaen waht hhaa liy wuhd tih pihk liy concocts .
1112	`` cremaster 3 '' shuhd kahm wihdh dhah waor nihng `` faor sih riy ahs fihlm bahfs own liy ! ''
1113	wahns ah gehn , der ehk ter jhaek sahn strayks ah rih waor dihng bae lahns biht wiyn ih mow shahn aan dhah hhyuw mahn skeyl ahnd action\/effects aan dhah spehk tae kyah ler skeyl .
1114	ah lah vihng lih tahl fihlm ahv kahn sih der ah bahl ah piyl .
1115	aol dhow iht ehs ah biht smahg ahnd rih peh tih tihv , dhihs daa kyah mehn ter iy ehn gey jhihz yaor breyn ihn ah wey fyuw ker ahnt fihlmz duw .
1116	flaod baht wer dhiy luhk aet layf ihn u.s. riy low key shahn kaemps .
1117	iht ehs ah lahv liy fihlm wihdh lahv liy per faor mahn sahz bay bay ahnd accorsi .
1118	now wahn gowz ah nihn day tihd hhiyr , wihch ihz praa bahb liy faor dhah behst .
1119	ahnd ihf yuw 're naat nihr liy muwvd tuw tehrz bay ah kah pahl ahv siynz , yuw 've gaat ays wao ter ihn yaor veynz .
1120	ah waorm , fah niy , ehn gey jhihng fihlm .
1121	yuw sahz shaarp hhyuw mer ahnd ihn sayt ihn tuw hhyuw mahn ney cher tuw ihg zae mihn klaes kaan flihkt , ae dah leh sahnt yer nihng , dhah ruwts ahv frehnd shihp ahnd sehk shuw ahl ay dehn tah tiy .
1122	hhaef sahb mer iyn flihk , hhaef gowst stao riy , aol ihn wahn krih mah nah liy nahg lehk tahd fihlm
1123	ehn ter teynz bay prah vay dihng guhd , layv liy kahm pah niy .
1124	dazzles wihdh ihts fully-written kae rihk terz , ihts dih ter mahnd stylishness -lrb- wihch aol weyz rih leyts tuw kae rihk terz ahnd stao riy -rrb- ahnd jhaa niy dankworth ehs behst sawnd traek ihn yihrz .
1125	vihzh wah liy ih mae jhah nah tihv , thah mae tihk liy ihn strahk tihv ahnd ther ow liy dih layt fahl , iht teyks ahs aan ah roller-coaster rayd frahm ih nah sahns tuw ihk spih riy ahns wih thawt iy vihn ah hhihnt ahv dhaet tih pah kahl kiddie-flick sehn tah mehn tae lih tiy .
1126	nah thihng ehs aet steyk , jhahst ah twih stiy double-cross yuw kaen smehl ah mayl ah wey -- stihl , dhah der ih vah tihv nayn kwiynz ihz laats ahv fahn .
1127	ahn layk dhah spiy diy wham-bam ih fehkt ahv mowst hhaa liy wuhd ao fer ihngz , keh rihk ter dih veh lahp mahnt -- ahnd maor ihm paor tahn tliy , keh rihk ter ehm pah thiy -- ihz aet dhah hhaart ahv ih tael yahn faor bih gih nerz .
1128	yuw 'll gaesp ah paold ahnd laef aw treyjhd ahnd paa sahb liy , waa chihng dhah spehk tah kahl ahv ah praa mah sihng yahng laed treh dihng deh sper aht liy ihn ah nae stiy siy , shehd aen eh rahnt tehr .
1129	dhah baend ehs ker ahjh ihn dhah feys ahv ah fih shahl riy preh shahn ihz ihn spay rihng , ah spehsh liy faor ey jhihng hhih piyz -lrb- dhihs wahn ihn kluw dahd -rrb- .
1130	aol dhow jher mahn kuh kihng dahz naat kahm reh dah liy tuw maynd wehn kahn sih der ihng dhah werld ehs behst kwih ziyn , mow stliy maar thah kuhd meyk deutchland ah paa pyah ler deh stah ney shahn faor hhahng griy tuh rahsts .
1131	ah bih gay lihng splaesh ahv pae stehl kah lerz ahnd prankish kaa mah diy frahm dihz niy .
1132	aez ser iyl aez ah driym ahnd aez dih teyld aez ah fow tah graef , aez vihzh wah liy dexterous aez iht ihz aet taymz ih mae jhah nah tihv liy ow ver wehl mihng .
1133	-lrb- lao rahns bawn sihz -rrb- aol ow ver dhah steyjh , daen sihng , rah nihng , sweh tihng , maa pihng hhihz feys ahnd jheh ner ah liy dih spley ihng dhah wae kiy tae lahnt dhaet braot hhihm feym ihn dhah ferst pleys .
1134	dhah fihlm servz aez ah vael yah bahl taym kaep sahl tuw riy maynd ahs ahv dhah deh vah stey tihng hhao rer sah ferd bay aen ihn tay er piy pahl .
1135	waht ehs ser pray zihng ah bawt fuhl frahn tahl ihz dhaet dih spayt ihts ow vert self-awareness , paarts ahv dhah muw viy stihl mae nahjh tuw breyk paest dhah aar tah fihs ahnd ther ow liy ehn geyjh yuw .
1136	weh dher yuw layk raep myuw zihk aor lowdh iht , yuw kah n't dih nay iy dher dhah trae jhihk laos ahv tuw yahng mehn ihn dhah praym ahv dhehr tae lahnt aor dhah paw er ahv dhihs muw viy .
1137	... aen ah dher wayz ihn tehns , twist-and-turn thrih ler dhaet ser tahn liy shuhd n't hhert tae lahn tahd yahng gaghan ehs rih zuwm .
1138	iht prah vaydz dhah graend , ihn teh lah jhahnt ehn ter teyn mahnt ahv ah suw pih riy er kaest pley ihng smaart piy pahl ah mihd ah kahm peh lihng plaat .
1139	dhehr ehs ... trah mehn dahs eh ner jhiy frahm dhah kaest , ah sehns ahv pley fahl nahs ahnd ihk sayt mahnt dhaet siymz ah prow priy aht .
1140	iht muwvz kwihk liy , ah droyt liy , ahnd wih thawt fahs ; iht dahz n't gihv yuw taym tuw rahf lehkt aan dhah inanity -- ahnd dhah kowld waor datedness -- ahv ihts preh mihs .
1141	ah diyp ahnd miy nihng fahl fihlm .
1142	dhah fihlm ehs wehl kahm breeziness ahnd sahm ahn bah liy vahb liy hhih leh riy ahs mow mahnts -- mowst paor trey ihng dhah ih diy ah siy ahv dhah fihlm ihn dah striy -- meyk iht mow stliy werth dhah trihp .
1143	iht ehs ah rih maar kahb liy saa lahd ahnd sah tah liy sah tih rah kahl tuhr diy faors .
1144	ih naor mah sliy ehn ter tey nihng faor muw viy gow erz ahv eh niy eyjh .
1145	ah poy nyahnt , aartf ah liy kraef tihd meh dah tey shahn aan maor tae lah tiy .
1146	ah reh rah tiy ah mahng riy sahnt ih raa niy ahn fihlmz : iht ehs ah kaa mah diy fuhl ahv jhehn tahl hhyuw mer dhaet chaydz dhah ahb ser dah tiy ahv ihts prow tae gah nahst ehs playt .
1147	naat own liy ihz ahn der kah ver brah dher aez fah niy , ihf naat maor sow , dhaen bowth ao stahn paw erz fihlmz , baht iht ehs aol sow wahn ahv dhah smaar ter , savvier spuwfs tuw kahm ah laong ihn sahm taym .
1148	ihn ah wey , dhah fihlm fiylz layk ah brehth ahv frehsh ehr , baht own liy tuw dhowz dhaet ah law iht ihn .
